season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2003,1,1,CIN,00-0021429,PalmCa00,carson-palmer-1,Carson Palmer,false,QB,QB,O,USC,23,2017,0,3,12,107,,60,182,3941,6307,46247,294,187,301,474,8,0,0,0,1,,
2003,1,2,DET,00-0022072,RogeCh01,charles-rogers-1,Charles Rogers,false,WR,WR,O,Michigan St.,22,2005,0,0,0,4,,4,15,0,0,0,0,0,2,17,0,36,440,4,,,
2003,1,3,HOU,00-0022044,JohnAn02,andre-johnson-1,Andre Johnson,true,WR,WR,O,Miami (FL),22,2016,2,7,12,94,,92,193,0,0,0,0,0,23,54,0,1062,14185,70,1,,
2003,1,4,NYJ,00-0021988,RobeDe20,,Dewayne Robertson,false,DT,DL,D,Kentucky,21,2008,0,0,6,34,,31,92,0,0,0,0,0,0,0,0,0,0,0,195,,16.0
2003,1,5,DAL,00-0022045,NewmTe20,terence-newman-1,Terence Newman,false,DB,DB,D,Kansas St.,25,2017,0,2,15,70,,52,221,0,0,0,0,0,1,4,0,0,0,0,749,42,2.0
2003,1,6,NOR,00-0022160,SullJo23,,Johnathan Sullivan,false,DT,DL,D,Georgia,22,2005,0,0,1,10,,10,36,0,0,0,0,0,0,0,0,0,0,0,57,,1.5
2003,1,7,JAX,00-0022177,LeftBy00,byron-leftwich-1,Byron Leftwich,false,QB,QB,O,Marshall,23,2012,0,0,3,33,,30,60,930,1605,10532,58,42,137,415,10,1,-7,0,,,
2003,1,8,CAR,00-0022117,GrosJo20,jordan-gross-1,Jordan Gross,false,T,OL,O,Utah,23,2013,1,3,11,69,,69,167,0,0,0,0,0,0,0,0,0,1,0,,,
2003,1,9,MIN,00-0022073,WillKe98,,Kevin Williams,false,DT,DL,D,Oklahoma St.,23,2015,5,6,12,102,,98,203,0,0,0,0,0,0,0,0,0,0,0,370,5,63.0
2003,1,10,BAL,00-0022161,SuggTe99,terrell-suggs-1,Terrell Suggs,false,LB,LB,D,Arizona St.,20,2019,1,7,15,110,,107,244,0,0,0,0,0,0,0,0,0,0,0,630,7,139.0
2003,1,11,SEA,00-0022046,TrufMa20,marcus-trufant-1,Marcus Trufant,false,DB,DB,D,Washington St.,22,2012,0,1,8,49,,49,136,0,0,0,0,0,0,0,0,0,0,0,565,21,2.0
2003,1,12,STL,00-0022155,KennJi21,jimmy-kennedy-1,Jimmy Kennedy,false,DT,DL,D,Penn St.,23,2011,0,0,2,16,,12,92,0,0,0,0,0,0,0,0,0,0,0,107,,8.5
2003,1,13,NWE,00-0021989,WarrTy20,,Ty Warren,false,DE,DL,D,Texas A&M,22,2012,0,0,6,45,,45,106,0,0,0,0,0,0,0,0,0,0,0,253,,20.5
2003,1,14,CHI,00-0022118,HaynMi20,michael-haynes-1,Michael Haynes,false,DE,DL,D,Penn St.,22,2005,0,0,0,8,,8,43,0,0,0,0,0,0,0,0,0,0,0,62,1,5.5
2003,1,15,PHI,00-0022163,McDoJe20,jerome-mcdougle-1,Jerome McDougle,false,DE,DL,D,Miami (FL),24,2008,0,0,0,3,,3,37,0,0,0,0,0,0,0,0,0,0,0,31,,3.0
2003,1,16,PIT,00-0022119,PolaTr99,troy-polamalu-1,Troy Polamalu,true,DB,DB,D,USC,22,2014,4,8,10,96,,96,158,0,0,0,0,0,0,0,0,0,0,0,583,32,12.0
2003,1,17,ARI,00-0022156,JohnBr02,bryant-johnson-1,Bryant Johnson,false,WR,WR,O,Penn St.,22,2011,0,0,4,26,,18,139,0,0,0,0,0,5,-8,0,314,3938,16,6,,
2003,1,18,ARI,00-0022120,PaceCa20,,Calvin Pace,false,DE,DL,D,Wake Forest,22,2015,0,0,10,61,,13,187,0,0,0,0,0,0,0,0,0,0,0,470,3,60.0
2003,1,19,BAL,00-0022164,BollKy00,kyle-boller-1,Kyle Boller,false,QB,QB,O,California,22,2011,0,0,4,16,,17,67,861,1519,8931,48,54,176,572,2,0,0,0,,,
2003,1,20,DEN,00-0022074,FostGe20,,George Foster,false,T,OL,O,Georgia,23,2008,0,0,4,31,,26,68,0,0,0,0,0,0,0,0,0,0,0,,,
2003,1,21,CLE,00-0022157,FainJe20,,Jeff Faine,false,C,OL,O,Notre Dame,22,2012,0,0,8,45,,11,125,0,0,0,0,0,1,0,0,1,-1,0,,,
