season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2012,1,1,IND,00-0029668,LuckAn00,andrew-luck-1,Andrew Luck,false,QB,QB,O,Stanford,22,2018,0,4,5,72,,72,86,2000,3290,23671,171,83,332,1590,14,1,4,0,,,
2012,1,2,WAS,00-0029665,GrifRo01,robert-griffin-iii-1,Robert Griffin III,false,QB,QB,O,Baylor,22,2020,0,1,3,36,,31,56,799,1268,9271,43,30,307,1809,10,0,0,0,,,
2012,1,3,CLE,00-0029675,RichTr00,trent-richardson-1,Trent Richardson,false,RB,RB,O,Alabama,22,2014,0,0,3,17,,7,46,0,0,0,0,0,614,2032,17,113,912,2,,,
2012,1,4,MIN,00-0029687,KaliMa00,matt-kalil-1,Matt Kalil,false,T,OL,O,USC,23,2017,0,1,5,34,,29,82,0,0,0,0,0,0,0,0,0,0,0,,,
2012,1,5,JAX,00-0029707,BlacJu00,justin-blackmon-1,Justin Blackmon,false,WR,WR,O,Oklahoma St.,22,2013,0,0,1,9,,9,20,0,0,0,0,0,3,22,0,93,1280,6,,,
2012,1,6,DAL,00-0029676,ClaiMo00,morris-claiborne-1,Morris Claiborne,false,DB,DB,D,LSU,22,2019,0,0,5,25,,13,85,0,0,0,0,0,0,0,0,0,0,0,213,7,
2012,1,7,TAM,00-0029670,BarrMa00,mark-barron-1,Mark Barron,false,DB,DB,D,Alabama,22,2019,0,0,7,58,,11,119,0,0,0,0,0,0,0,0,0,0,0,541,9,12.0
2012,1,8,MIA,00-0029701,TannRy00,ryan-tannehill-1,Ryan Tannehill,false,QB,QB,O,Texas A&M,24,2023,0,1,10,91,,47,155,3063,4764,34881,216,115,440,2103,27,4,8,1,3,,
2012,1,9,CAR,00-0029248,KuecLu00,luke-kuechly-1,Luke Kuechly,true,LB,LB,D,Boston Col.,21,2019,5,7,8,91,,91,118,0,0,0,0,0,0,0,0,0,0,0,690,18,12.5
2012,1,10,BUF,00-0029542,GilmSt00,stephon-gilmore-1,Stephon Gilmore,false,DB,DB,D,South Carolina,21,2024,2,5,12,75,,18,180,0,0,0,0,0,0,0,0,0,0,0,521,32,1.0
2012,1,11,KAN,00-0029688,PoexDo00,dontari-poe-1,Dontari Poe,false,DT,DL,D,Memphis,22,2020,0,2,8,55,,41,128,1,1,2,1,0,2,2,2,0,0,0,205,,20.5
2012,1,12,PHI,00-0029653,CoxxFl00,fletcher-cox-1,Fletcher Cox,false,DT,DL,D,Mississippi St.,21,2023,1,6,12,95,,95,188,0,0,0,0,0,0,0,0,0,0,0,351,,70.0
2012,1,13,ARI,00-0029638,FloyMi00,michael-floyd-1,Michael Floyd,false,WR,WR,O,Notre Dame,22,2018,0,0,3,28,,27,102,0,0,0,0,0,1,2,0,266,3959,25,,,
2012,1,14,STL,00-0029630,BrocMi00,michael-brockers-1,Michael Brockers,false,DT,DL,D,LSU,21,2022,0,0,10,58,,53,160,0,0,0,0,0,0,0,0,0,0,0,274,,29.0
2012,1,15,SEA,00-0029193,IrviBr00,bruce-irvin-1,Bruce Irvin,false,DE,DL,D,West Virginia,24,2023,0,0,6,42,,22,140,0,0,0,0,0,0,0,0,0,0,0,235,3,56.5
