season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2018,1,1,CLE,00-0034855,MayfBa00,baker-mayfield-1,Baker Mayfield,false,QB,QB,O,Oklahoma,23,2025,0,2,6,80,,35,123,2500,3938,28525,197,101,366,1583,11,1,17,0,1,,
2018,1,2,NYG,00-0034844,BarkSa00,saquon-barkley-1,Saquon Barkley,false,RB,RB,O,Penn St.,21,2025,1,3,6,65,,40,106,0,0,0,0,0,1826,8356,55,358,2651,16,,,
2018,1,3,NYJ,00-0034869,DarnSa00,sam-darnold-1,Sam Darnold,false,QB,QB,O,USC,21,2025,0,2,5,49,,14,100,1766,2833,20431,123,82,311,1067,14,0,0,0,,,
2018,1,4,CLE,00-0034856,WardDe02,denzel-ward-3,Denzel Ward,false,CB,DB,D,Ohio St.,21,2025,0,5,7,49,,49,110,0,0,0,0,0,0,0,0,0,0,0,293,18,0.5
2018,1,5,DEN,00-0034832,ChubBr00,bradley-chubb-1,Bradley Chubb,false,DE,DL,D,North Carolina St.,22,2025,0,2,3,41,,25,90,0,0,0,0,0,0,0,0,0,0,0,181,1,48.0
2018,1,6,IND,00-0034342,NelsQu00,quenton-nelson-1,Quenton Nelson,false,G,OL,O,Notre Dame,22,2025,3,8,7,79,,79,129,0,0,0,0,0,1,0,0,0,0,0,1,,
2018,1,7,BUF,00-0034857,AlleJo02,josh-allen-7,Josh Allen,false,QB,QB,O,Wyoming,22,2025,0,4,7,111,,111,128,2615,4088,30102,220,94,871,4721,79,1,19,2,4,,
2018,1,8,CHI,00-0034874,SmitRo07,roquan-smith-1,Roquan Smith,false,ILB,LB,D,Georgia,21,2025,3,4,7,84,,37,125,0,0,0,0,0,0,0,0,0,0,0,692,10,21.5
2018,1,9,SFO,00-0034847,McGlMi00,mike-mcglinchey-1,Mike McGlinchey,false,T,OL,O,Notre Dame,24,2025,0,0,6,46,,31,115,0,0,0,0,0,0,0,0,0,0,0,,,
2018,1,10,ARI,00-0034343,RoseJo01,josh-rosen-1,Josh Rosen,false,QB,QB,O,UCLA,21,2021,0,0,1,3,,2,24,277,513,2864,12,21,26,151,0,0,0,0,,,
2018,1,11,MIA,00-0034789,FitzMi00,minkah-fitzpatrick-1,Minkah Fitzpatrick,false,S,DB,D,Alabama,21,2025,3,5,6,61,,7,120,0,0,0,0,0,0,0,0,0,0,0,459,21,1.0
2018,1,12,TAM,00-0034773,VeaxVi00,vita-vea-1,Vita Vea,false,DT,DL,D,Washington,23,2025,0,2,5,51,,51,112,0,0,0,0,0,0,0,0,1,1,1,154,,35.0
2018,1,13,WAS,00-0034333,PaynDa00,daron-payne-1,Daron Payne,false,DT,DL,D,Alabama,21,2025,0,1,7,53,,53,130,0,0,0,0,0,0,0,0,0,0,0,235,1,37.0
2018,1,14,NOR,00-0034344,DaveMa00,marcus-davenport-1,Marcus Davenport,false,DE,DL,D,Texas-San Antonio,22,2025,0,0,2,22,,18,77,0,0,0,0,0,0,0,0,0,0,0,88,,25.0
2018,1,15,OAK,00-0034759,MillKo00,kolton-miller-1,Kolton Miller,false,T,OL,O,UCLA,23,2025,0,0,7,42,,42,113,0,0,0,0,0,0,0,0,0,0,0,,,
2018,1,16,BUF,00-0034673,EdmuTr01,tremaine-edmunds-1,Tremaine Edmunds,false,ILB,LB,D,Virginia Tech,20,2025,0,2,7,62,,44,119,0,0,0,0,0,0,0,0,0,0,0,549,14,8.5
2018,1,17,LAC,00-0034790,JameDe00,derwin-james-1,Derwin James,false,S,DB,D,Florida St.,22,2025,1,5,5,46,,46,98,0,0,0,0,0,0,0,0,0,0,0,433,12,19.0
2018,1,18,GNB,00-0034728,AlexJa00,jaire-alexander-1,Jaire Alexander,false,CB,DB,D,Louisville,21,2025,0,2,5,34,,34,80,0,0,0,0,0,0,0,0,0,0,0,245,12,1.5
2018,1,19,DAL,00-0034674,VandLe00,leighton-vander-esch-1,Leighton Vander Esch,false,OLB,LB,D,Boise St.,21,2023,0,1,5,35,,35,71,0,0,0,0,0,0,0,0,0,0,0,296,3,3.5
