season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2017,1,1,CLE,00-0033868,GarrMy00,myles-garrett-1,Myles Garrett,false,DE,DL,D,Texas A&M,21,2025,5,7,8,104,,104,134,0,0,0,0,0,0,0,0,0,0,0,293,,125.5
2017,1,2,CHI,00-0033869,TrubMi00,mitch-trubisky-1,Mitchell Trubisky,false,QB,QB,O,North Carolina,23,2025,0,1,4,40,,34,82,1244,1933,13028,78,48,264,1180,13,0,0,0,,,
2017,1,3,SFO,00-0033870,ThomSo00,solomon-thomas-2,Solomon Thomas,false,DE,DL,D,Stanford,21,2025,0,0,2,21,,15,131,0,0,0,0,0,0,0,0,0,0,0,143,,18.5
2017,1,4,JAX,00-0033856,FourLe00,leonard-fournette-1,Leonard Fournette,false,RB,RB,O,LSU,22,2023,0,0,5,38,,19,81,0,2,0,0,1,1144,4518,34,312,2219,7,1,,
2017,1,5,TEN,00-0033871,DaviCo03,corey-davis-3,Corey Davis,false,WR,WR,O,Western Michigan,22,2022,0,0,5,31,,24,78,0,0,0,0,0,6,55,0,273,3879,17,,,
2017,1,6,NYJ,00-0033872,AdamJa00,jamal-adams-1,Jamal Adams,false,S,DB,D,LSU,21,2025,1,3,6,47,,29,102,0,0,0,0,0,0,0,0,0,0,0,396,4,22.5
2017,1,7,LAC,00-0033536,WillMi07,mike-williams-17,Mike Williams,false,WR,WR,O,Clemson,22,2024,0,0,4,38,,37,106,0,0,0,0,0,10,34,1,330,5104,32,,1,
2017,1,8,CAR,00-0033280,McCaCh01,christian-mccaffrey-1,Christian McCaffrey,false,RB,RB,O,Stanford,21,2025,3,4,5,86,,43,112,2,5,84,2,0,1658,7589,62,626,5390,36,1,,
2017,1,9,CIN,00-0033460,RossJo00,john-ross-1,John Ross,false,WR,WR,O,Washington,21,2024,0,0,1,7,,5,38,0,0,0,0,0,9,41,0,63,963,11,,,
2017,1,10,KAN,00-0033873,MahoPa00,patrick-mahomes-1,Patrick Mahomes,false,QB,QB,O,Texas Tech,21,2025,2,6,7,115,,115,126,3093,4673,35939,267,85,496,2665,19,3,-2,0,2,,
